SMILES,HOMO,LUMO,Voc,Jsc,fill_factor,PCE,source_db,canonical_SMILES
C1C=Cc2c1c1ccc3C=C(Cc3c1c1cocc21)c1nccc2nsnc12,-5.23133489408968,-3.81611188760018,0.63133489408968,210.01165204825,,8.61500626666792,CEP,C1=Cc2c(c3ccc4c(c3c3cocc23)CC(c2nccc3nsnc23)=C4)C1
C1C=Cc2c1c1sc3C=C([SiH2]c3c1c1nsnc21)c1cccnc1,-5.47207024854698,-3.55021079585902,0.87207024854698,107.1799263509,,6.07319656165168,CEP,C1=Cc2c(c3sc4c(c3c3nsnc23)[SiH2]C(c2cccnc2)=C4)C1
C1C=c2c(cc3sccc3c2=C1)-c1cc2sccc2[se]1,-5.11315141600911,-3.08036421958212,0.51315141600911,90.15393573355,,3.00595611135441,CEP,C1=c2c(-c3cc4sccc4[se]3)cc3sccc3c2=CC1
c1cc2c3c[nH]cc3c3c(ccc4cc(ccc34)-c3cccc4ccccc34)c2o1,-5.14872848832736,-2.54180306667242,0.54872848832736,32.40708522181,,1.15544663478486,CEP,c1ccc2c(-c3ccc4c(ccc5c6occc6c6c[nH]cc6c45)c3)cccc2c1
c1cc2c(scc2s1)-c1cc2ccc3c4cnccc4c4nsnc4c3c2c2c[nH]cc12,-5.24147248385014,-3.33966494260537,0.64147248385014,110.02465967805,,4.58585668902392,CEP,c1cc2c(cn1)c1ccc3cc(-c4scc5sccc45)c4c[nH]cc4c3c1c1nsnc21
c1csc(c1)-c1cc2[se]c3c(ccc4ccc5cocc5c34)c2c2cscc12,-5.31668200840019,-3.12596493712409,0.71668200840019,70.1103156598,,3.26483199121873,CEP,c1csc(-c2cc3[se]c4c(ccc5ccc6cocc6c54)c3c3cscc23)c1
[SiH2]1C=CC=C1c1cc2c3c[nH]cc3c3c(cnc4ccc5cscc5c34)c2c2cocc12,-5.10185892677713,-3.25816183924902,0.50185892677713,120.130115898,,3.91729215132666,CEP,C1=C[SiH2]C(c2cc3c4c[nH]cc4c4c(cnc5ccc6cscc6c54)c3c3cocc23)=C1
[SiH2]1C(=Cc2[nH]c3c(c12)c1c[nH]cc1c1ccncc31)c1scc2nccnc12,-4.92225477876792,-3.56145910053455,0.32225477876792,223.30551575215,,4.67574942989364,CEP,C1=C(c2scc3nccnc23)[SiH2]c2c1[nH]c1c3cnccc3c3c[nH]cc3c21
[SiH2]1C(=Cc2sc3cc4ccc5ccccc5c4cc3c12)c1scc2ccsc12,-5.19931594449426,-3.30513815211663,0.59931594449426,111.46868261165,,4.34071341245648,CEP,C1=C(c2scc3ccsc23)[SiH2]c2c1sc1cc3ccc4ccccc4c3cc21
C1cccc1-c1sc(-c2sc(-c3scc4nccnc34)c3ccCc23)c2cc[nH]c12,-4.67790723264085,-3.49522998138377,0.0779072326408501,265.67693724715,,1.34488158438221,CEP,C1=CCC(c2sc(-c3sc(-c4scc5nccnc45)c4c3CC=C4)c3cc[nH]c23)=C1
C1C=c2c3cc([nH]c3c3oc4ccccc4c3c2=C1)C1=CC=CC1,-4.70432450700691,-2.71046384409765,0.10432450700691,95.7986665857,,0.649378967194482,CEP,C1=CCC(c2cc3c4c(c5c6ccccc6oc5c3[nH]2)=CCC=4)=C1
c1cc2c(scc2[nH]1)-c1cnc(-c2sc(-c3scc4occc34)c3ccsc23)c2nsnc12,-4.82583785925541,-3.82719448280647,0.22583785925541,314.07927962645,,4.60880620988298,CEP,c1cc2c(-c3cnc(-c4sc(-c5scc6occc56)c5ccsc45)c4nsnc34)scc2[nH]1
C1C=c2c(cc3oc4c5ccccc5[se]c4c3c2=C1)-c1scc2ccsc12,-4.97691107499408,-3.16079719904591,0.37691107499408,125.1057102113,,3.06385666649741,CEP,C1=c2c(-c3scc4ccsc34)cc3oc4c5ccccc5[se]c4c3c2=CC1
c1ncc(s1)-c1cnc2c(c1)sc1c2cnc2ccc3c[nH]cc3c12,-5.52121171494221,-3.08571260358587,0.921211714942211,46.046051613835,,2.7561589556087,CEP,c1ncc(-c2cnc3c(c2)sc2c3cnc3ccc4c[nH]cc4c32)s1
C1C=c2ccc3ccc4c(sc5cc(-c6scc7occc67)c6nsnc6c45)c3c2=C1,-5.25419938415784,-3.66435527589251,0.65419938415784,167.97606563725,,7.14019296276196,CEP,C1=c2ccc3ccc4c(sc5cc(-c6scc7occc67)c6nsnc6c54)c3c2=CC1
[SiH2]1C=c2c(cc3[se]c4c([nH]c5cc[se]c45)c3c2=C1)-c1cccnc1,-5.13864801043957,-3.59463732837083,0.53864801043957,179.0712529294,,6.26734129266803,CEP,C1=c2c(-c3cccnc3)cc3[se]c4c([nH]c5cc[se]c54)c3c2=C[SiH2]1
[SiH2]1C=CC=C1c1cc2c3c[nH]cc3c3c4ncccc4[nH]c3c2c2c[nH]cc12,-4.70164245945558,-2.96632035527362,0.10164245945558,140.06256609345,,0.925016877542864,CEP,C1=C[SiH2]C(c2cc3c4c[nH]cc4c4c5ncccc5[nH]c4c3c3c[nH]cc23)=C1
C1C=c2c(cc3cc4[nH]c5ccc6cocc6c5c4cc3c2=C1)-c1scc2ccoc12,-4.88820229002415,-2.86744510110967,0.28820229002415,92.03067329105,,1.72338551922947,CEP,C1=c2c(-c3scc4ccoc34)cc3cc4[nH]c5ccc6cocc6c5c4cc3c2=CC1
[SiH2]1C=c2c3cccnc3c3c4nsnc4c4cc(ccc4c3c2=C1)-c1cccc2cscc12,-5.44713545764246,-3.72274070373589,0.84713545764246,142.1134932724,,7.8224102255105,CEP,C1=c2c(c3c4ccc(-c5cccc6cscc56)cc4c4nsnc4c3c3ncccc23)=C[SiH2]1
[SiH2]1cccc1-c1sc(-c2ccc(-c3scc4cc[nH]c34)c3c[nH]cc23)c2ccsc12,-4.76391728231709,-3.12712312552599,0.16391728231709,159.545234108,,1.69926453494099,CEP,C1=C[SiH2]C(c2sc(-c3ccc(-c4scc5cc[nH]c45)c4c[nH]cc34)c3ccsc23)=C1
c1c[nH]c(c1)-c1cc2c(s1)c1c3cscc3c3ccncc3c1c1ccccc21,-5.27918539589163,-3.0344357951368,0.67918539589163,64.33105319849,,2.83897398773659,CEP,c1c[nH]c(-c2cc3c4ccccc4c4c5cnccc5c5cscc5c4c3s2)c1
[SiH2]1C=Cc2csc(C3=Cc4cc5sc6cccnc6c5cc4[SiH2]3)c12,-5.62939879594338,-3.21038488280522,1.02939879594338,47.31440395409,,3.16467737467655,CEP,C1=Cc2csc(C3=Cc4cc5sc6cccnc6c5cc4[SiH2]3)c2[SiH2]1
c1cc2c(cc(-c3cccc4ccccc34)c3cscc23)o1,-5.37880894530464,-2.59286978041177,0.77880894530464,21.19389189229,,1.07249199331867,CEP,c1ccc2c(-c3cc4occc4c4cscc34)cccc2c1
C1C=CC=C1c1cnc2c(cnc3ccc4=C[SiH2]C=c4c23)c1,-5.40784140939532,-3.5759650889034,0.80784140939532,122.1186992519,,6.41003932083839,CEP,C1=CCC(c2cnc3c(cnc4ccc5c(c43)=C[SiH2]C=5)c2)=C1
C1C=c2ccc3ncc4c5[se]c(cc5sc4c3c2=C1)-c1ccc[se]1,-5.32623448914742,-3.23066652307966,0.72623448914742,81.83077946485,,3.86141047757581,CEP,C1=c2ccc3ncc4c(sc5cc(-c6ccc[se]6)[se]c54)c3c2=CC1
c1cc2sc3c([se]c4cc(-c5cccc6nsnc56)c5nsnc5c34)c2[se]1,-5.61111892113836,-3.70861443618911,1.01111892113836,110.02465967805,,7.22844172531063,CEP,c1cc(-c2cc3[se]c4c(sc5cc[se]c54)c3c3nsnc23)c2nsnc2c1
[SiH2]1C=c2ccc3oc4c([nH]c5cc(-c6ccc[nH]6)c6cscc6c45)c3c2=C1,-4.79829957196974,-3.43247687320476,0.19829957196974,222.0328607406,,2.86082600003335,CEP,C1=c2ccc3oc4c([nH]c5cc(-c6ccc[nH]6)c6cscc6c54)c3c2=C[SiH2]1
C1ccc2csc(-c3Cc(cc3)-c3ccc(cc3)-c3ccc[nH]3)c12,-4.89489494447282,-2.83484838035453,0.29489494447282,86.3939896235,,1.65540121655098,CEP,C1=Cc2csc(C3=CC=C(c4ccc(-c5ccc[nH]5)cc4)C3)c2C1
c1cncc(c1)-c1ccc2cc3c(cc2c1)ncc1ccc2nsnc2c31,-5.77283848087046,-3.86507811603206,1.17283848087046,109.06290475405,,8.31127552895027,CEP,c1cncc(-c2ccc3cc4c(cc3c2)ncc2ccc3nsnc3c24)c1
[SiH2]1C=Cc2c1c1c(cc(-c3scc4ccoc34)c3ccccc13)c1c[nH]cc21,-5.00617458807986,-2.85109109541978,0.40617458807986,74.5765070167,,1.96819081027964,CEP,C1=Cc2c(c3c4ccccc4c(-c4scc5ccoc45)cc3c3c[nH]cc23)[SiH2]1
[SiH2]1C=Cc2c1csc2-c1cc2[nH]c3c(c4c[nH]cc4c4ccc5cscc5c34)c2o1,-4.69418982890173,-2.86228181108128,0.0941898289017303,122.1186992519,,0.747375041513475,CEP,C1=Cc2c(csc2-c2cc3[nH]c4c5c6cscc6ccc5c5c[nH]cc5c4c3o2)[SiH2]1
[SiH2]1C(=Cc2c1c1[se]c3ccc4cscc4c3c1c1ccccc21)c1ncncn1,-5.4807407106019,-3.65412300069711,0.8807407106019,123.11519768405,,7.04550537930703,CEP,C1=C(c2ncncn2)[SiH2]c2c1c1ccccc1c1c2[se]c2ccc3cscc3c21
[SiH2]1C=c2c(cc3c4cscc4c4ccncc4c3c2=C1)C1=CC=C[SiH2]1,-5.2817316407557,-3.70338514884135,0.6817316407557,170.8338835021,,7.5672812853179,CEP,C1=C[SiH2]C(c2cc3c4cscc4c4ccncc4c3c3c2=C[SiH2]C=3)=C1
C1c2cc[nH]c2-c2[nH]c3cc(-c4ncncn4)c4c[nH]cc4c3c12,-4.59576622442473,-2.6850281946394,0.0,108.60129547865,,0.0,CEP,c1ncnc(-c2cc3[nH]c4c(c3c3c[nH]cc23)Cc2cc[nH]c2-4)n1
c1ccc(nc1)-c1ccc(cc1)-c1sc(-c2cncc3nsnc23)c2nccnc12,-5.57674137033465,-3.96461645958884,0.97674137033465,163.2059963586,,10.3578139730164,CEP,c1ccc(-c2ccc(-c3sc(-c4cncc5nsnc45)c4nccnc34)cc2)nc1
C1C=Cc2csc(c12)-c1cc2c3cocc3c3c4ccccc4[se]c3c2c2=C[SiH2]C=c12,-5.19798497304833,-3.67288647659367,0.59798497304833,183.12067385625,,7.11508448363903,CEP,C1=Cc2csc(-c3cc4c5cocc5c5c6ccccc6[se]c5c4c4c3=C[SiH2]C=4)c2C1
C1c(ccc1-c1cccc2cscc12)-c1ccc([nH]1)-c1ccco1,-4.66830956134193,-3.01810003798711,0.0683095613419303,156.62276059885,,0.695166417418831,CEP,C1=C(c2ccc(-c3ccco3)[nH]2)CC(c2cccc3cscc23)=C1
c1cc2c(scc2o1)-c1cc2oc3c4[se]ccc4c4cocc4c3c2c2ccccc12,-5.17626519599818,-2.9841994290499,0.57626519599818,70.1103156598,,2.62516572938751,CEP,c1ccc2c(c1)c(-c1scc3occc13)cc1oc3c4[se]ccc4c4cocc4c3c12
c1cc2c(sc(-c3ccc([se]3)-c3cccc4ccccc34)c2o1)-c1scc2sccc12,-4.96180201527714,-3.22121767297865,0.36180201527714,139.09751711115,,3.26996250089129,CEP,c1ccc2c(-c3ccc(-c4sc(-c5scc6sccc56)c5ccoc45)[se]3)cccc2c1
c1sc(-c2cc3[se]c4c(cnc5ccccc45)c3cn2)c2nccnc12,-5.80990945623465,-3.61746786059608,1.20990945623465,70.1103156598,,5.51172075326776,CEP,c1ccc2c(c1)ncc1c3cnc(-c4scc5nccnc45)cc3[se]c21
c1cc2c(scc2[nH]1)-c1cc2c3nsnc3c3c4occc4c4cscc4c3c2[nH]1,-4.88425750363517,-3.20484447053417,0.28425750363517,150.35550809045,,2.77704996115701,CEP,c1cc2c(-c3cc4c5nsnc5c5c6occc6c6cscc6c5c4[nH]3)scc2[nH]1
C1C=c2c3ccoc3c3cnc4cc(-c5ccc[se]5)c5c[nH]cc5c4c3c2=C1,-5.0942381349608,-2.98056119639326,0.4942381349608,79.63606555515,,2.55739881939645,CEP,C1=c2c(c3c(cnc4cc(-c5ccc[se]5)c5c[nH]cc5c43)c3occc23)=CC1
C1C(=Cc2[se]c3c4[nH]ccc4c4c[nH]cc4c3c12)c1scc2[nH]ccc12,-4.30787808444348,-2.60927211463576,0.0,146.24654523115,,0.0,CEP,C1=C(c2scc3[nH]ccc23)Cc2c1[se]c1c3[nH]ccc3c3c[nH]cc3c21
C1C(=CC2=C1C=C[SiH2]2)c1scc2ccoc12,-4.99794473805602,-2.91855300216069,0.39794473805602,84.09592990435,,2.17445365846844,CEP,C1=CC2=C(C=C(c3scc4ccoc34)C2)[SiH2]1
c1[nH]cc2c1c1cc(ccc1c1ncc3ccccc3c21)-c1cccc2ccccc12,-5.3588761650987,-2.65893702435155,0.7588761650987,26.272590986265,,1.29546662924425,CEP,c1ccc2c(-c3ccc4c(c3)c3c[nH]cc3c3c5ccccc5cnc43)cccc2c1
c1cc2c(scc2[nH]1)-c1cnc(-c2sc(-c3scc4ccsc34)c3nccnc23)c2nsnc12,-4.86158733744507,-3.90972322128277,0.26158733744507,330.90005597675,,5.62426753313156,CEP,c1cnc2c(-c3scc4ccsc34)sc(-c3ncc(-c4scc5[nH]ccc45)c4nsnc34)c2n1
C1ccc2c1c(sc2-c1ccco1)-c1sc(-c2ccccn2)c2nccnc12,-5.0701805279031,-3.62044263840914,0.4701805279031,200.840487978,,6.13575937962755,CEP,C1=Cc2c(-c3ccco3)sc(-c3sc(-c4ccccn4)c4nccnc34)c2C1
C1C=c2c3c4ncc(cc4[nH]c3c3c4cocc4ccc3c2=C1)-c1cccc2cocc12,-4.9640687744715,-3.20748554022174,0.364068774471501,135.68793470505,,3.20979337861704,CEP,C1=c2c(c3c4ncc(-c5cccc6cocc56)cc4[nH]c3c3c2ccc2cocc23)=CC1
[SiH2]1C(=Cc2sc3c(c12)c1nsnc1c1ccc2nsnc2c31)c1cccc2cscc12,-5.4002202203987,-3.89062342151522,0.8002202203987,186.57094666405,,9.70076422157553,CEP,C1=C(c2cccc3cscc23)[SiH2]c2c1sc1c2c2nsnc2c2ccc3nsnc3c21
C1c(ccc1-c1cccc2c[SiH2]cc12)-c1sc(-c2scc3ccsc23)c2nccnc12,-4.78632490213747,-3.82000112882874,0.18632490213747,325.74506526055,,3.94367538617017,CEP,C1=C(c2cccc3c2=C[SiH2]C=3)CC(c2sc(-c3scc4ccsc34)c3nccnc23)=C1
C1cc-c2c1c1c3c[SiH2]cc3c3ccc4c[nH]cc4c3c1c1cscc21,-4.8471368335123,-3.19683281983207,0.2471368335123,156.62276059885,,2.51503923887041,CEP,C1=Cc2c(c3c4c(c5ccc6c[nH]cc6c5c3c3cscc23)=C[SiH2]C=4)C1
C1ccc2c1csc2-c1Cc(cc1)-c1sc(-c2cccs2)c2cc[se]c12,-4.72784795667854,-3.18522053498678,0.12784795667854,179.0712529294,,1.48755172681463,CEP,C1=Cc2c(csc2C2=CC=C(c3sc(-c4cccs4)c4cc[se]c34)C2)C1
C1C(=Cc2c1c1ccc3ccc4nsnc4c3c1c1ccccc21)c1scc2C=C[SiH2]c12,-5.34912309485273,-3.4062907120723,0.74912309485273,103.77733495415,,5.05135757804502,CEP,C1=Cc2csc(C3=Cc4c(c5ccc6ccc7nsnc7c6c5c5ccccc45)C3)c2[SiH2]1
[SiH2]1cccc1-c1ccc([se]1)-c1ccc(-c2ccccn2)c2cocc12,-5.1562914880383,-3.38374459426682,0.5562914880383,132.83685520885,,4.80146108198568,CEP,C1=C[SiH2]C(c2ccc(-c3ccc(-c4ccccn4)c4cocc34)[se]2)=C1
C1C=CC=C1c1cc2cnc3c4[se]ccc4c4=C[SiH2]C=c4c3c2c2=C[SiH2]C=c12,-5.29890183497117,-3.62105132454858,0.69890183497117,150.35550809045,,6.82791232892229,CEP,C1=CCC(c2cc3cnc4c5[se]ccc5c5c(c4c3c3c2=C[SiH2]C=3)=C[SiH2]C=5)=C1
[SiH2]1C(=Cc2cc3c4c[nH]cc4c4ccccc4c3cc12)c1cncc2nsnc12,-5.42595472166955,-3.83405100807542,0.82595472166955,167.49791375135,,8.98913815350113,CEP,C1=C(c2cncc3nsnc23)[SiH2]c2cc3c4ccccc4c4c[nH]cc4c3cc21
C1C=c2cccc(-c3cc4[nH]c5c(c6c[nH]cc6c6cccnc56)c4cn3)c2=C1,-4.89173490827525,-2.8838585472939,0.29173490827525,93.8893747779,,1.77974285742206,CEP,C1=c2cccc(-c3cc4[nH]c5c6ncccc6c6c[nH]cc6c5c4cn3)c2=CC1
c1cc2[se]c3c(ncc4cc(ncc34)-c3ncncn3)c2o1,-6.08828845147082,-3.46189663739373,1.48828845147082,31.227414871575,,3.01978176104254,CEP,c1ncnc(-c2cc3cnc4c5occc5[se]c4c3cn2)n1
[SiH2]1C=c2ccc3[nH]c4c5oc(cc5c5c[nH]cc5c4c3c2=C1)-c1scc2[se]ccc12,-4.62707383604383,-3.12492703908669,0.0270738360438301,188.09161694375,,0.330880861058851,CEP,C1=c2ccc3[nH]c4c5oc(-c6scc7[se]ccc67)cc5c5c[nH]cc5c4c3c2=C[SiH2]1
c1occ2c1ccc1ccc3c([nH]c4cc(-c5cccnc5)c5cscc5c34)c21,-5.22512385600379,-2.94029359532492,0.62512385600379,59.897884203495,,2.43293198229355,CEP,c1cncc(-c2cc3[nH]c4c(ccc5ccc6cocc6c54)c3c3cscc23)c1
[SiH2]1C=c2c3C=C[SiH2]c3c3c(c4[nH]c(cc4c4=C[SiH2]C=c34)-c3scc4[nH]ccc34)c2=C1,-4.66641199512879,-3.83090203207834,0.0664119951287903,341.6160937631,,1.47413501671436,CEP,C1=Cc2c(c3c4c(c5cc(-c6scc7[nH]ccc67)[nH]c5c3c3c2=C[SiH2]C=3)=C[SiH2]C=4)[SiH2]1
[SiH2]1ccc2c1c(sc2-c1ccc(o1)-c1cccc2c[nH]cc12)-c1scc2cc[nH]c12,-4.80865681078672,-2.82223064986295,0.20865681078672,97.18560794085,,1.31761015593152,CEP,C1=Cc2c(-c3ccc(-c4cccc5c[nH]cc45)o3)sc(-c3scc4cc[nH]c34)c2[SiH2]1
C1C=c2c(cc3sc4ccoc4c3c2=C1)-c1scc2sccc12,-4.97559714975519,-3.14280989267118,0.37559714975519,122.1186992519,,2.98027864222473,CEP,C1=c2c(-c3scc4sccc34)cc3sc4ccoc4c3c2=CC1
c1csc(n1)-c1sc(-c2sc(-c3scc4cc[nH]c34)c3ccsc23)c2[nH]ccc12,-4.72664141077516,-3.19748196367151,0.126641410775161,182.2447029169,,1.49962636357568,CEP,c1csc(-c2sc(-c3sc(-c4scc5cc[nH]c45)c4ccsc34)c3[nH]ccc23)n1
c1coc(c1)-c1cc2oc3ccsc3c2c2nsnc12,-5.50490801077881,-3.48207382565104,0.90490801077881,91.5675749599,,5.38391950731836,CEP,c1coc(-c2cc3oc4ccsc4c3c3nsnc23)c1
[SiH2]1C=c2c3ccsc3c3c4cocc4c4cc(ccc4c3c2=C1)-c1scc2sccc12,-5.14735826672917,-3.52628953566261,0.54735826672917,161.2121494191,,5.73352701058975,CEP,C1=c2c(c3c4ccc(-c5scc6sccc56)cc4c4cocc4c3c3sccc23)=C[SiH2]1
c1c[se]c(c1)-c1cc2[nH]c3c(ncc4ccsc34)c2[se]1,-5.32451114205452,-2.82491436188561,0.72451114205452,40.74334516434,,1.91802456336113,CEP,c1c[se]c(-c2cc3[nH]c4c(ncc5ccsc54)c3[se]2)c1
c1cc2[se]c3c([se]c4cc(-c5ccccc5)c5ccccc5c34)c2[se]1,-5.42698042961391,-2.87395127025382,0.82698042961391,36.393237277735,,1.95554734041972,CEP,c1ccc(-c2cc3[se]c4c5[se]ccc5[se]c4c3c3ccccc23)cc1
[SiH2]1C=c2c3cc(ccc3c3c4cscc4ccc3c2=C1)-c1scc2C=C[SiH2]c12,-5.32629270379397,-3.45455312152293,0.72629270379397,115.18040593475,,5.43554003608805,CEP,C1=Cc2csc(-c3ccc4c(c3)c3c(c5ccc6cscc6c54)=C[SiH2]C=3)c2[SiH2]1
c1cc2ncc3c4oc(cc4oc3c2o1)-c1cccc2ccccc12,-5.49331837874027,-2.85627087638565,0.89331837874027,30.446925891265,,1.7672668535597,CEP,c1ccc2c(-c3cc4oc5c(cnc6ccoc65)c4o3)cccc2c1
[SiH2]1ccc2c1csc2-c1ccc(nc1)-c1ccc(-c2ccc[nH]2)c2ccccc12,-5.37631216627191,-2.91371204767223,0.776312166271911,43.559427148575,,2.19720695433673,CEP,C1=Cc2c(csc2-c2ccc(-c3ccc(-c4ccc[nH]4)c4ccccc34)nc2)[SiH2]1
c1c[se]c(c1)-c1cnc2c(c1)oc1c2[se]c2ccc3nsnc3c12,-5.76767946482253,-3.64006383200064,1.16767946482253,77.7620591839,,5.8998885507843,CEP,c1c[se]c(-c2cnc3c(c2)oc2c3[se]c3ccc4nsnc4c32)c1
c1cc2cnc3c4sc(cc4c4cscc4c3c2s1)-c1nccc2nsnc12,-5.59351369445856,-3.89872807845428,0.99351369445856,147.093978356,,9.4955727345656,CEP,c1cc2nsnc2c(-c2cc3c4cscc4c4c(ncc5ccsc54)c3s2)n1
C1C(=Cc2cnc3c([nH]c4ccc5cocc5c34)c12)c1scc2C=C[SiH2]c12,-5.1041185850599,-2.9629054593595,0.5041185850599,76.3701024151,,2.50154600611391,CEP,C1=Cc2csc(C3=Cc4cnc5c([nH]c6ccc7cocc7c65)c4C3)c2[SiH2]1
C1C=c2c(cc3[nH]c4c(ccc5cc[se]c45)c3c2=C1)-c1scc2cc[nH]c12,-4.74669637375008,-2.96634568801023,0.14669637375008,131.40055567535,,1.25247478995358,CEP,C1=c2c(-c3scc4cc[nH]c34)cc3[nH]c4c(ccc5cc[se]c54)c3c2=CC1
c1occ2c1ccc1cnc3c4ccc(cc4[se]c3c21)-c1cccc2nsnc12,-5.72758709159679,-3.56656247126687,1.12758709159679,73.68231418275,,5.39840876256714,CEP,c1cc(-c2ccc3c(c2)[se]c2c3ncc3ccc4cocc4c32)c2nsnc2c1
c1cc2[nH]c3c(c2[nH]1)c1ccccc1c1cc(ccc31)-c1scc2sccc12,-4.94681561696896,-2.59944880747132,0.346815616968961,53.846146402555,,1.213404736366,CEP,c1ccc2c(c1)c1cc(-c3scc4sccc34)ccc1c1[nH]c3cc[nH]c3c21
C1C=c2c(cc3ccc4cc5ccc6c[nH]cc6c5cc4c3c2=C1)-c1cncc2nsnc12,-5.0526148499327,-3.73087887745665,0.452614849932701,230.30278997245,,6.77298963062793,CEP,C1=c2c(-c3cncc4nsnc34)cc3ccc4cc5ccc6c[nH]cc6c5cc4c3c2=CC1
C1C=c2c3ccsc3c3ncc4cc(ccc4c3c2=C1)-c1scc2[nH]ccc12,-5.01073725979544,-3.05668464873765,0.41073725979544,101.84046328625,,2.71792132104554,CEP,C1=c2c(c3c4ccc(-c5scc6[nH]ccc56)cc4cnc3c3sccc23)=CC1
C1cc2cccc(-c3ccc([se]3)-c3cnc(-c4cccnc4)c4nsnc34)c2c1,-5.19297750010112,-4.04897932377665,0.0,0.0,,0.0,CEP,C1=c2cccc(-c3ccc(-c4cnc(-c5cccnc5)c5nsnc45)[se]3)c2=CC1
C1C=c2c3C=C[SiH2]c3c3sc4cc(-c5scc6CC=Cc56)c5=C[SiH2]C=c5c4c3c2=C1,-4.91516920848163,-3.50174070599479,0.31516920848163,210.45064770405,,4.30969425180714,CEP,C1=Cc2c(csc2-c2cc3sc4c5c(c6c(c4c3c3c2=C[SiH2]C=3)=CCC=6)C=C[SiH2]5)C1
C1C=Cc2oc3c4ccc(cc4sc3c12)-c1scc2c1c1ccccc1c1ccccc21,-5.32182156196764,-2.68141015067521,0.72182156196764,30.07189398967,,1.4104024233975,CEP,C1=Cc2oc3c(sc4cc(-c5scc6c7ccccc7c7ccccc7c56)ccc43)c2C1
c1csc(c1)-c1cnc2c(c1)c1cscc1c1c3cnccc3cnc21,-5.77603612073991,-3.27383026621281,1.17603612073991,40.33181497709,,3.08191630038068,CEP,c1csc(-c2cnc3c(c2)c2cscc2c2c4cnccc4cnc32)c1
[SiH2]1C=c2c3c([nH]c4ccc5nsnc5c34)c3cnc(cc3c2=C1)-c1cccnc1,-5.53459064118935,-3.47940506737894,0.93459064118935,87.3204042217,,5.30260867563952,CEP,C1=c2c(c3c([nH]c4ccc5nsnc5c43)c3cnc(-c4cccnc4)cc23)=C[SiH2]1
c1cc2c(scc2[nH]1)-c1cc2c3cocc3c3c(sc4ccc5cocc5c34)c2o1,-4.74303983652957,-2.88371754329776,0.14303983652957,117.1452229233,,1.08876462324395,CEP,c1cc2c(-c3cc4c5cocc5c5c(sc6ccc7cocc7c65)c4o3)scc2[nH]1
[SiH2]1C=CC=C1c1ccc2ccc3cscc3c2c1,-5.48542627258341,-3.06056777552656,0.885426272583411,46.892691428505,,2.69780140877252,CEP,C1=C[SiH2]C(c2ccc3ccc4cscc4c3c2)=C1
[SiH2]1C=c2c(cc3ncccc3c2=C1)-c1cnc2cc[se]c2c1,-5.73800136874867,-3.5419239771159,1.13800136874867,69.67192277435,,5.15172880925825,CEP,C1=c2c(-c3cnc4cc[se]c4c3)cc3ncccc3c2=C[SiH2]1
C1cc2cccc(-c3sc(-c4ccc(cn4)-c4ncncn4)c4occc34)c2c1,-5.19265881380167,-3.49748410034575,0.59265881380167,147.093978356,,5.66437574501885,CEP,C1=c2cccc(-c3sc(-c4ccc(-c5ncncn5)cn4)c4occc34)c2=CC1
[SiH2]1c-2c(-ncc3ccc4nsnc4c-23)-c2c1ccc1ccccc21,-5.76255866584746,-3.60171839367078,1.16255866584746,73.68231418275,,5.56583782794269,CEP,c1ccc2c3c(ccc2c1)[SiH2]c1c-3ncc2ccc3nsnc3c12
C1C=c2ccc3ncc4c5ncc(cc5sc4c3c2=C1)-c1cccc2cocc12,-5.45041576999905,-3.25666861081023,0.85041576999905,70.1103156598,,3.87405373539034,CEP,C1=c2ccc3ncc4c5ncc(-c6cccc7cocc67)cc5sc4c3c2=CC1
c1c[se]c(c1)-c1sc(-c2ccc(nc2)-c2scc3ccsc23)c2ccoc12,-5.09236266039507,-3.22447311572237,0.49236266039507,115.6641056727,,3.70029310652919,CEP,c1c[se]c(-c2sc(-c3ccc(-c4scc5ccsc45)nc3)c3ccoc23)c1
C1ccc2c1c(sc2-c1[SiH2]ccc1)-c1cnc(s1)-c1cccc2c[nH]cc12,-4.9850151488047,-3.24674406035616,0.3850151488047,139.58280483355,,3.4919028410439,CEP,C1=C[SiH2]C(c2sc(-c3cnc(-c4cccc5c[nH]cc45)s3)c3c2C=CC3)=C1
C1C=Cc2csc(c12)-c1cc2c3cocc3c3c4CC=Cc4[nH]c3c2cn1,-5.04505155952719,-2.62955948321165,0.44505155952719,47.719436041355,,1.37993313304561,CEP,C1=Cc2csc(-c3cc4c5cocc5c5c6c([nH]c5c4cn3)C=CC6)c2C1
c1cc2c(sc(-c3cccnc3)c2o1)-c1ccc([nH]1)-c1scc2cc[se]c12,-4.95938343793855,-2.99775782809325,0.35938343793855,100.8843043156,,2.35577644607224,CEP,c1cncc(-c2sc(-c3ccc(-c4scc5cc[se]c45)[nH]3)c3ccoc23)c1
C1C=Cc2csc(c12)-c1cc2ncc3c4ncccc4sc3c2c2nsnc12,-5.70645425818067,-3.66380603126626,1.10645425818067,88.7372297955,,6.37957494982581,CEP,C1=Cc2csc(-c3cc4ncc5c6ncccc6sc5c4c4nsnc34)c2C1
