SMILES,HOMO,LUMO,Voc,Jsc,fill_factor,PCE,source_db,canonical_SMILES
[SiH2]1C=c2ccc3cc4c5nsnc5c5cc(-c6cccnc6)c6cscc6c5c4cc3c2=C1,-5.5614526756271,-3.7005569459292,0.9614526756271,117.1452229233,,7.31821068552207,CEP,C1=c2ccc3cc4c(cc3c2=C[SiH2]1)c1c2cscc2c(-c2cccnc2)cc1c1nsnc41
[SiH2]1C=c2c3cc(cnc3c3c4c[nH]cc4c4C=C[SiH2]c4c3c2=C1)-c1scc2[se]ccc12,-5.02603860419687,-3.39519999644964,0.42603860419687,160.40154923845,,4.44027557678184,CEP,C1=Cc2c(c3c4c(c5cc(-c6scc7[se]ccc67)cnc5c3c3c[nH]cc23)=C[SiH2]C=4)[SiH2]1
C1C=CC=C1c1cc2[se]c3c(cnc4ccc5cscc5c34)c2c2c[nH]cc12,-5.01667182513507,-3.01839671307303,0.41667182513507,95.32506672,,2.58079593314975,CEP,C1=CCC(c2cc3[se]c4c(cnc5ccc6cscc6c54)c3c3c[nH]cc23)=C1
[SiH2]1C=c2c(cc3c4ccccc4c4c5ncccc5oc4c3c2=C1)-c1ccccn1,-5.36271542319615,-3.61062808486407,0.76271542319615,136.6585213682,,6.77254124717962,CEP,C1=c2c(-c3ccccn3)cc3c4ccccc4c4c5ncccc5oc4c3c2=C[SiH2]1
C1C=Cc2c1csc2-c1cc2[se]c3c(cnc4ccc5cscc5c34)c2o1,-5.25344443720246,-3.00027828680945,0.65344443720246,63.433566437995,,2.6932719466048,CEP,C1=Cc2c(csc2-c2cc3[se]c4c(cnc5ccc6cscc6c54)c3o2)C1
c1c([se]c2c1[nH]c1cc3ccc4nsnc4c3cc21)-c1cncc2nsnc12,-5.55400845297769,-4.05494113407416,0.0,0.0,,0.0,CEP,c1ncc2nsnc2c1-c1cc2[nH]c3cc4ccc5nsnc5c4cc3c2[se]1
C1cc2c(ccc(-c3cccnc3)c2c1)-c1Cc(cc1)-c1nccs1,-5.02816380431366,-3.53402031941452,0.42816380431366,189.6927751745,,5.2773166507082,CEP,C1=C(c2nccs2)CC(c2ccc(-c3cccnc3)c3c2=CCC=3)=C1
c1ncc(s1)-c1cc2oc3c(c2[nH]1)c1ccccc1c1ccc2c[nH]cc2c31,-4.90648649480619,-2.71410228916633,0.30648649480619,70.1103156598,,1.39619371128541,CEP,c1ccc2c(c1)c1ccc3c[nH]cc3c1c1oc3cc(-c4cncs4)[nH]c3c21
[SiH2]1cc2cccc(-c3ccc(o3)-c3sc(-c4scc5[se]ccc45)c4ccoc34)c2c1,-4.90091726156733,-3.59862144580225,0.30091726156733,232.67601349915,,4.54936862412637,CEP,C1=c2cccc(-c3ccc(-c4sc(-c5scc6[se]ccc56)c5ccoc45)o3)c2=C[SiH2]1
c1cc2sc3c(c4cocc4c4cc(-c5cccnc5)c5nsnc5c34)c2[se]1,-5.50376927958801,-3.72785044837795,0.90376927958801,132.3648694875,,7.77289361175391,CEP,c1cncc(-c2cc3c4cocc4c4c(sc5cc[se]c54)c3c3nsnc23)c1
C1C=c2c3cc(oc3c3cnc4cc[se]c4c3c2=C1)-c1ccc[nH]1,-5.06025891849257,-3.03190194392624,0.46025891849257,91.09471207265,,2.72425522745759,CEP,C1=c2c(c3c(cnc4cc[se]c43)c3oc(-c4ccc[nH]4)cc23)=CC1
c1cc2csc(-c3sc(-c4ccc(-c5cccnc5)c5c[nH]cc45)c4ccsc34)c2o1,-4.90271121404191,-2.91147917905703,0.30271121404191,96.26263980255,,1.89338394319339,CEP,c1cncc(-c2ccc(-c3sc(-c4scc5ccoc45)c4sccc34)c3c[nH]cc23)c1
c1c[nH]c(c1)-c1cc2[se]c3c4occc4c4c[nH]cc4c3c2[nH]1,-4.6082857314079,-2.11326393137787,0.0082857314079001,40.74334516434,,0.0219351165817812,CEP,c1c[nH]c(-c2cc3[se]c4c5occc5c5c[nH]cc5c4c3[nH]2)c1
c1cc2csc(-c3ccc(-c4ccc(nc4)-c4nccc5nsnc45)c4cscc34)c2[nH]1,-5.13630176442135,-3.81942488239044,0.53630176442135,230.91705593905,,8.04669704170263,CEP,c1cc2nsnc2c(-c2ccc(-c3ccc(-c4scc5cc[nH]c45)c4cscc34)cn2)n1
c1csc(c1)-c1ccc(cc1)-c1ncc(-c2cccc3c[nH]cc23)c2nsnc12,-5.14851792593214,-3.74426741403569,0.54851792593214,212.6008102647,,7.57718957983985,CEP,c1csc(-c2ccc(-c3ncc(-c4cccc5c[nH]cc45)c4nsnc34)cc2)c1
C1c(ccc1-c1ccccn1)-c1ccc(cc1)-c1scc2[se]ccc12,-5.15726486019591,-3.07988850583167,0.55726486019591,84.09592990435,,3.04501227961536,CEP,C1=C(c2ccc(-c3scc4[se]ccc34)cc2)CC(c2ccccn2)=C1
c1cc2csc(-c3ncc(-c4cnc(s4)-c4cccc5nsnc45)c4nsnc34)c2s1,-5.47644715540683,-4.10344825124895,0.0,0.0,,0.0,CEP,c1cc(-c2ncc(-c3cnc(-c4scc5ccsc45)c4nsnc34)s2)c2nsnc2c1
c1cc2csc(-c3cc4c5nsnc5c5c(oc6ccc7nsnc7c56)c4o3)c2s1,-5.42761288471219,-3.49105446243174,0.82761288471219,104.74488494535,,5.63264629352785,CEP,c1cc2csc(-c3cc4c5nsnc5c5c(oc6ccc7nsnc7c65)c4o3)c2s1
C1C=c2c3C=C([SiH2]c3c3c4c[nH]cc4ccc3c2=C1)c1scc2occc12,-4.66967276516242,-3.26969179031446,0.0696727651624201,213.89718185485,,0.968323613277144,CEP,C1=C(c2scc3occc23)[SiH2]c2c1c1c(c3ccc4c[nH]cc4c23)=CCC=1
c1occ2c1ccc1c3nsnc3c3c4ccc(cc4ccc3c21)-c1ncncn1,-5.74433044684818,-3.67551537000959,1.14433044684818,85.47599752705,,6.35547542655315,CEP,c1ncnc(-c2ccc3c(ccc4c5c6cocc6ccc5c5nsnc5c34)c2)n1
c1cc2csc(-c3ncc(-c4sc(-c5nccc6nsnc56)c5ccsc45)c4nsnc34)c2s1,-5.25852835555337,-4.14445779882844,0.0,0.0,,0.0,CEP,c1cc2nsnc2c(-c2sc(-c3cnc(-c4scc5ccsc45)c4nsnc34)c3sccc23)n1
C1C=c2ccc3[se]c4c5[se]c(cc5c5cscc5c4c3c2=C1)-c1scc2[se]ccc12,-4.93669597650919,-3.27987975597687,0.33669597650919,155.16813193375,,3.3946333310429,CEP,C1=c2ccc3[se]c4c5[se]c(-c6scc7[se]ccc67)cc5c5cscc5c4c3c2=CC1
C1C=Cc2csc(c12)-c1cc2c3nsnc3c3c(ncc4ccc5c[nH]cc5c34)c2s1,-5.27748141557379,-3.22716283449337,0.67748141557379,87.7928611742,,3.86463962106048,CEP,C1=Cc2csc(-c3cc4c5nsnc5c5c(ncc6ccc7c[nH]cc7c65)c4s3)c2C1
c1csc(c1)-c1cc2cc3ccc4cc[se]c4c3cc2c2cocc12,-5.4230459245611,-2.9518973097161,0.8230459245611,42.757002440945,,2.28656595094958,CEP,c1csc(-c2cc3cc4ccc5cc[se]c5c4cc3c3cocc23)c1
c1c(sc2c1c1ccccc1c1c2oc2ccc3ccccc3c12)-c1ccccn1,-5.40322195585084,-2.98115760363216,0.80322195585084,46.892691428505,,2.44733343830983,CEP,c1ccc(-c2cc3c4ccccc4c4c(oc5ccc6ccccc6c54)c3s2)nc1
C1C=c2cccc(-c3cnc4c(cnc5ccc6cscc6c45)c3)c2=C1,-5.3436019482121,-3.27794064396267,0.743601948212101,85.9377076701,,4.15218501464059,CEP,C1=c2cccc(-c3cnc4c(cnc5ccc6cscc6c54)c3)c2=CC1
C1c2ccoc2-c2[nH]c3cc(cnc3c12)-c1cccc2cocc12,-5.10856581141665,-2.66414328162775,0.50856581141665,45.21304927425,,1.49404394519059,CEP,c1cc(-c2cnc3c4c([nH]c3c2)-c2occc2C4)c2cocc2c1
c1ncc(s1)-c1ccc2c(c1)[nH]c1c2c2c[nH]cc2c2ccc3ccccc3c12,-5.04553037647963,-2.76260687221075,0.44553037647963,60.3402249515,,1.74677375264703,CEP,c1ccc2c(c1)ccc1c3c[nH]cc3c3c4ccc(-c5cncs5)cc4[nH]c3c21
C1C=c2ccc3c4cscc4c4c5[SiH2]C(=Cc5oc4c3c2=C1)c1nccs1,-4.9474667483355,-3.44899270869125,0.3474667483355,188.90515452055,,4.26490607483743,CEP,C1=C(c2nccs2)[SiH2]c2c1oc1c2c2cscc2c2ccc3c(c21)=CCC=3
C1C=c2c(cc3c4nsnc4c4ccc5ccccc5c4c3c2=C1)-c1scc2cc[nH]c12,-5.0009556516798,-3.54283945442866,0.4009556516798,198.7499142499,,5.17792436380277,CEP,C1=c2c(-c3scc4cc[nH]c34)cc3c4nsnc4c4ccc5ccccc5c4c3c2=CC1
C1C=c2cccc(-c3cc4cnc5c6cnccc6c6cocc6c5c4o3)c2=C1,-5.38277955468989,-3.43720318955191,0.78277955468989,103.28605441375,,5.25331658812425,CEP,C1=c2cccc(-c3cc4cnc5c6cnccc6c6cocc6c5c4o3)c2=CC1
[SiH2]1C=Cc2csc(-c3cc4cc5ncc6ccoc6c5cc4[nH]3)c12,-5.36058679417008,-2.88186736334075,0.760586794170081,42.36336404768,,2.09358999054223,CEP,C1=Cc2csc(-c3cc4cc5ncc6ccoc6c5cc4[nH]3)c2[SiH2]1
c1occ2c1ccc1c3cscc3c3c4ncc(cc4c4nsnc4c3c21)-c1cccnc1,-5.33767924171584,-3.56088024878642,0.73767924171584,131.88680455015,,6.32151716268999,CEP,c1cncc(-c2cnc3c(c2)c2nsnc2c2c4c5cocc5ccc4c4cscc4c32)c1
C1C=Cc2c1csc2-c1cc2oc3c(oc4ccc5=C[SiH2]C=c5c34)c2c2cocc12,-4.98033337052214,-3.50272394460959,0.38033337052214,193.92191400465,,4.79229709453587,CEP,C1=Cc2c(csc2-c2cc3oc4c(oc5ccc6c(c54)=C[SiH2]C=6)c3c3cocc23)C1
C1C=c2c3cc[se]c3c3ncc4cc(oc4c3c2=C1)-c1cccc2nsnc12,-5.24630803496264,-3.79078424876969,0.64630803496264,199.18386627685,,8.36461826627607,CEP,C1=c2c(c3c(ncc4cc(-c5cccc6nsnc56)oc43)c3[se]ccc23)=CC1
[SiH2]1C=CC=C1c1cc2c3cocc3c3ccc4cocc4c3c2c2cscc12,-5.09817267361229,-3.28857694440432,0.498172673612291,126.58134716045,,4.09734022740637,CEP,C1=C[SiH2]C(c2cc3c4cocc4c4ccc5cocc5c4c3c3cscc23)=C1
C1C(=Cc2oc3c4[SiH2]C=Cc4c4=C[SiH2]C=c4c3c12)c1scc2occc12,-4.76750606132382,-3.61272495292893,0.16750606132382,274.4404605241,,2.98697150204401,CEP,C1=Cc2c(c3oc4c(c3c3c2=C[SiH2]C=3)CC(c2scc3occc23)=C4)[SiH2]1
C1C=Cc2[nH]c3c(sc4cc(sc34)-c3ccco3)c12,-4.77451726427188,-2.43937917718311,0.17451726427188,54.724947245995,,0.62054911526558,CEP,C1=Cc2[nH]c3c(sc4cc(-c5ccco5)sc43)c2C1
C1C(=Cc2c1c1cnc3ccc4c[nH]cc4c3c1c1c[nH]cc21)c1scc2[SiH2]C=Cc12,-4.84583849942197,-2.91256518936715,0.24583849942197,105.2278979024,,1.6808664311424,CEP,C1=Cc2c(csc2C2=Cc3c(c4cnc5ccc6c[nH]cc6c5c4c4c[nH]cc34)C2)[SiH2]1
c1cc2c(scc2[nH]1)-c1sc(-c2ccc(cn2)-c2scc3sccc23)c2occc12,-4.82691044095645,-3.07270680290192,0.22691044095645,136.1737743158,,2.00770715864437,CEP,c1cc2c(-c3sc(-c4ccc(-c5scc6sccc56)cn4)c4occc34)scc2[nH]1
c1c[nH]c(c1)-c1ccc2c(c1)ncc1ccc3c[nH]cc3c21,-5.18042458746697,-2.6186640801262,0.58042458746697,35.63285708281,,1.3438440109485,CEP,c1c[nH]c(-c2ccc3c(c2)ncc2ccc4c[nH]cc4c23)c1
[SiH2]1C(=Cc2[se]c3c4occc4c4cscc4c3c12)c1ccc[se]1,-5.06910585339525,-3.239974566067,0.46910585339525,122.6169732918,,3.73743679152721,CEP,C1=C(c2ccc[se]2)[SiH2]c2c1[se]c1c3occc3c3cscc3c21
[SiH2]1C=c2c(cc3ncc4c([se]c5ccc6cscc6c45)c3c2=C1)-c1cncc2nsnc12,-5.53734209677559,-3.827828520823,0.93734209677559,144.6143656087,,8.8076890054408,CEP,C1=c2c(-c3cncc4nsnc34)cc3ncc4c([se]c5ccc6cscc6c54)c3c2=C[SiH2]1
c1scc2c1ccc1c3nsnc3c3cc4cc([nH]c4cc3c21)-c1ncncn1,-5.57541325240471,-3.50627791075223,0.97541325240471,85.47599752705,,5.41732938546454,CEP,c1ncnc(-c2cc3cc4c(cc3[nH]2)c2c3cscc3ccc2c2nsnc42)n1
Cn1c(ccc1-c1cccc2nsnc12)-c1scc2cc[SiH2]c12,-5.42784602039813,-3.46472988995408,0.82784602039813,100.4176398875,,5.40147024627859,CEP,Cn1c(-c2scc3c2[SiH2]C=C3)ccc1-c1cccc2nsnc12
[SiH2]1ccc2c1c(sc2-c1scc2occc12)-c1ccc(-c2scc3ccoc23)c2nsnc12,-5.18491357521552,-3.75747169440739,0.584913575215521,206.5249255615,,7.84904082708254,CEP,C1=Cc2c(-c3scc4occc34)sc(-c3ccc(-c4scc5ccoc45)c4nsnc34)c2[SiH2]1
c1cc2csc(-c3cc4[nH]c5c6ncccc6oc5c4c4cscc34)c2s1,-5.12320000424542,-2.92497345878301,0.52320000424542,69.67192277435,,2.36852486200344,CEP,c1cnc2c(c1)oc1c2[nH]c2cc(-c3scc4ccsc34)c3cscc3c21
C1C=c2c(cc3[nH]c4ccc5ccccc5c4c3c2=C1)-c1scc2[se]ccc12,-4.86928830440154,-2.99800847332418,0.26928830440154,115.18040593475,,2.01534085662529,CEP,C1=c2c(-c3scc4[se]ccc34)cc3[nH]c4ccc5ccccc5c4c3c2=CC1
C1C=CC=C1c1cc2[se]c3c(c2[nH]1)c1ccccc1c1ccc2ccccc2c31,-4.96879036031564,-2.88003143903115,0.36879036031564,82.73184031645,,1.98246102776992,CEP,C1=CCC(c2cc3[se]c4c5c6ccccc6ccc5c5ccccc5c4c3[nH]2)=C1
[SiH2]1C=Cc2c1csc2-c1cc2c3nsnc3c3c([nH]c4ccc5cscc5c34)c2s1,-5.19089973552874,-3.24849776007205,0.59089973552874,103.77733495415,,3.98445312584401,CEP,C1=Cc2c(csc2-c2cc3c4nsnc4c4c([nH]c5ccc6cscc6c54)c3s2)[SiH2]1
C1C=c2c(cc3ccc4c(cnc5ccc6ccccc6c45)c3c2=C1)-c1cccnc1,-5.40842794004754,-3.31939841554215,0.80842794004754,82.73184031645,,4.3457667481679,CEP,C1=c2c(-c3cccnc3)cc3ccc4c(cnc5ccc6ccccc6c54)c3c2=CC1
C1C=CC=C1c1cc2[nH]c3c(sc4ccc5ccccc5c34)c2c2nsnc12,-5.13534558878241,-3.34026587794311,0.535345588782411,128.63428994195,,4.47448848554767,CEP,C1=CCC(c2cc3[nH]c4c(sc5ccc6ccccc6c54)c3c3nsnc23)=C1
c1cc2csc(-c3sc(-c4ccc(cc4)-c4cccnc4)c4[se]ccc34)c2[nH]1,-4.9838969828925,-2.98119740635045,0.383896982892501,94.84457645,,2.36580863813741,CEP,c1cncc(-c2ccc(-c3sc(-c4scc5cc[nH]c45)c4cc[se]c34)cc2)c1
C1C=Cc2csc(C3=Cc4ncc5c(sc6ccc7nsnc7c56)c4C3)c12,-5.46565411739442,-3.56574088502633,0.86565411739442,110.5066900405,,6.21563327106421,CEP,C1=Cc2csc(C3=Cc4ncc5c(sc6ccc7nsnc7c65)c4C3)c2C1
[SiH2]1C=c2ccc3cnc4c5[SiH2]C(=Cc5c5=C[SiH2]C=c5c4c3c2=C1)c1scc2nccnc12,-5.27873217669678,-3.89400720162121,0.67873217669678,218.0535592235,,9.61643346310938,CEP,C1=C(c2scc3nccnc23)[SiH2]c2c1c1c(c3c2ncc2ccc4c(c23)=C[SiH2]C=4)=C[SiH2]C=1
c1occ2c(cccc12)-c1cc2cnc3c4ccccc4[nH]c3c2c2cscc12,-5.42748224435249,-3.00909627299306,0.82748224435249,47.31440395409,,2.54392597598583,CEP,c1cc(-c2cc3cnc4c5ccccc5[nH]c4c3c3cscc23)c2cocc2c1
C1C(=Cc2c1c1[se]c3cc[nH]c3c1c1cocc21)c1ccccc1,-4.80409071831334,-2.84276505807898,0.20409071831334,100.8843043156,,1.33782488648445,CEP,C1=C(c2ccccc2)Cc2c1c1cocc1c1c2[se]c2cc[nH]c21
[SiH2]1C=Cc2c1csc2-c1cnc2c3[nH]c4ccccc4c3ccc2c1,-5.63585537600634,-2.87203369501772,1.03585537600634,22.227660373685,,1.49604717889826,CEP,C1=Cc2c(csc2-c2cnc3c(ccc4c5ccccc5[nH]c43)c2)[SiH2]1
C1ccc2c1c(sc2-c1ccc(cn1)-c1ccc[se]1)-c1cncc2nsnc12,-5.4905370944626,-3.89466192100532,0.8905370944626,166.54108016195,,9.6366437506633,CEP,C1=Cc2c(-c3ccc(-c4ccc[se]4)cn3)sc(-c3cncc4nsnc34)c2C1
C1C=c2c3cc(sc3c3[se]c4C=CCc4c3c2=C1)-c1scc2ccsc12,-4.78681168264526,-3.07323208399553,0.18681168264526,143.8137401623,,1.74564860679041,CEP,C1=Cc2[se]c3c(c2C1)c1c(c2cc(-c4scc5ccsc45)sc23)=CCC=1
[SiH2]1C=c2c(cc3c4cocc4c4c5occc5c5=C[SiH2]C=c5c4c3c2=C1)-c1ccc[nH]1,-4.93909615578136,-3.5485766428274,0.339096155781361,216.472400937,,4.76955447245074,CEP,C1=c2c(-c3ccc[nH]3)cc3c4cocc4c4c5occc5c5c(c4c3c2=C[SiH2]1)=C[SiH2]C=5
[SiH2]1C=c2ccc3[se]c4c5sc(cc5c5c[nH]cc5c4c3c2=C1)-c1scc2C=C[SiH2]c12,-4.95209544838844,-3.46478003582238,0.35209544838844,191.3065730446,,4.37665905197103,CEP,C1=Cc2csc(-c3cc4c5c[nH]cc5c5c([se]c6ccc7c(c65)=C[SiH2]C=7)c4s3)c2[SiH2]1
C1C=Cc2c1csc2-c1cnc2c3Cc4cc[nH]c4-c3cnc2c1,-5.25184210848692,-2.96296361569262,0.65184210848692,59.460363660815,,2.51838651931341,CEP,C1=Cc2c(csc2-c2cnc3c4c(cnc3c2)-c2[nH]ccc2C4)C1
