canonical_SMILES,homo_ev,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp,CATE,CATE_se,source_db
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12ccc(-c%13cccs%13)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)s6)s5)cc4C2=C(C#N)C#N)sc1-3,-5.65,7.28,1900.456,14,17,31.1822400000001,-0.0262035961662417,0.00919137001249395,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(Cl)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(Cl)c(-c%13sccc%13Cl)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6Cl)s5)cc4C2=C(C#N)C#N)sc1-3,-5.67,8.2,2038.236,14,17,33.79584,-0.0188534362433223,0.010782548832381,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(F)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(F)c(-c%13sccc%13F)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6F)s5)cc4C2=C(C#N)C#N)sc1-3,-5.73,8.2,1972.416,14,17,31.7386400000001,-0.0252242141711754,0.00996808815954724,your_data
CCCCCCOc1cc(C2CC3C(S2)C2=C(CC(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)S2)C3(C(CC)CCCC)C(CC)CCCC)c(OCCCCCC)cc1-c1cc2c(s1)-c1sc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-5.47,4.56,1538.16,5,38,27.4902200000001,-0.0258664093065884,0.0113408055129729,your_data
CCCCC(CC)COc1c(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)ccc(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CC)CCCC)c1OCC(CC)CCCC,-5.52,4.56,1602.247,7,41,29.7436200000001,-0.0284500153367391,0.00951576703293135,your_data
CCCCCCCCOc1c(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)ccc(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CC)CCCC)c1OCCCCCCCC,-5.54,4.56,1602.247,7,43,30.0318200000001,-0.0283954095489922,0.0104764249148041,your_data
CCCCCCOc1c(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)ccc(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CC)CCCC)c1OCCCCCC,-5.49,4.56,1546.139,7,39,28.4714200000001,-0.0277714137695049,0.0102532219869936,your_data
CCc1cc(-c2sc3c(N(c4ccc(SC)cc4)c4ccc(SC)cc4)c(-c4cc(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(SC)cc2)c2ccc(SC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.5,4.56,1359.728,10,16,22.08952,-0.0235067905257356,0.0108527099481365,your_data
CCc1cc(-c2sc3c(N(c4ccccc4)c4ccccc4)c(-c4cc(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccccc2)c2ccccc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.58,4.56,1175.352,10,12,19.20192,-0.0327243161955399,0.0122165028051414,your_data
CCc1cc(-c2sc3c(N(c4ccc(OC)cc4)c4ccc(OC)cc4)c(-c4cc(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(OC)cc2)c2ccc(OC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.4,4.56,1295.456,10,16,19.23632,-0.0276634673483111,0.00955774286056295,your_data
CCc1cc(-c2sc3c(N(c4ccc(C)cc4)c4ccc(C)cc4)c(-c4cc(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(C)cc2)c2ccc(C)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.59,4.56,1231.46,10,12,20.4356,-0.0359696301181795,0.0107627491020953,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2[C@]6(c2ccc(CCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,-5.41,3.64,1413.957,11,25,25.2276200000001,-0.0233873432457514,0.0134384639119906,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4c(sc5ccccc45)C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.4,3.64,1315.73,13,10,21.80552,-0.0403220413321028,0.00806223704685199,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(sc8ccccc78)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)sc23)cc1,-5.49,3.64,1315.73,13,10,21.80552,-0.0403220413321028,0.00806223704685199,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.47,3.64,1208.525,11,11,19.07452,-0.0352066053374915,0.0144154257525141,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc(/C=C4\C(=O)c5c(sc7ccccc57)C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4c(sc5ccccc45)C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.46,3.64,1320.703,13,11,21.50392,-0.0394611203187285,0.00677618592692135,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,-5.54,4.56,1449.516,11,14,24.14212,-0.0257997419105001,0.0131599510361306,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,-5.51,4.56,1383.696,11,14,22.08492,-0.0242569183780237,0.0131741926602739,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,-5.41,3.64,1311.736,11,14,21.52852,-0.0254785826677158,0.0117603256036069,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.51,4.79,1085.239,7,10,16.69512,-0.01842266602169,0.0138179834576046,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.47,4.33,1049.259,7,10,16.41692,-0.0156557490266865,0.0150145924273952,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC)CC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.42,3.87,1013.279,7,10,16.13872,-0.0123453395863359,0.013249332649013,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2[C@]6(c2ccc(CCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,-5.52,4.56,1485.917,11,25,25.7840200000001,-0.0237227655891193,0.0109203155544767,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)C5c6sccc6SC5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(C=C3C(=O)C4c5sccc5SC4C3=C(C#N)C#N)cc2[C@]6(c2ccc(CCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,-5.38,3.64,1542.225,11,25,26.3252200000001,-0.0296721402745154,0.0116588950840294,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c6sc(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)cc6n(CC(CCCC)CCCCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(C=C5C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c23)cc1,-5.51,4.56,1980.486,13,46,37.69432,-0.0122485227707193,0.00766007351278466,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c6sc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC(CCCC)CCCCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c23)cc1,-5.54,4.56,1914.666,13,46,35.63712,-0.0136653985126462,0.00634497484593345,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c6sc(C=C7C(=O)c8ccccc8C7=C(C#N)C#N)cc6n(CC(CCCC)CCCCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c23)cc1,-5.47,3.64,1842.706,13,46,35.0807200000001,-0.0143651858571893,0.00698002813665544,your_data
CCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.58,4.56,1131.281,12,6,16.64822,-0.0249762699010805,0.0118988311425927,your_data
CCc1c(/C=C2\C(=O)c3c(ccc4ccccc34)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(ccc9ccccc89)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.46,3.64,1059.321,12,6,16.09182,-0.0197580184821241,0.0184682790851882,your_data
CCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9ccccc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.42,3.64,1059.321,12,6,16.09182,-0.0201239096756724,0.017622464669522,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.5,3.64,1243.664,11,10,20.11596,-0.0384451552193624,0.0155395539119358,your_data
CCCCC(CC)COc1cc(C2CC3C(S2)C2=C(CC(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)S2)C3(C(CC)CCCC)C(CC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-5.49,4.56,1594.268,5,40,28.7624200000001,-0.0258919846155784,0.012168581458036,your_data
CCCCCCOc1cc(-c2cc3c(s2)-c2sc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCCCCCC)cc1-c1cc2c(s1)-c1sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-5.33,3.64,1488.206,7,40,28.3051200000001,-0.0259226186610328,0.0110007226467855,your_data
CCCCCCCCOc1cc(-c2cc3c(s2)-c2sc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCCCCCCCC)cc1-c1cc2c(s1)-c1sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-5.36,3.64,1544.314,7,44,29.8655200000001,-0.0275322263169817,0.0104489432623979,your_data
CCCCC(CC)COc1cc(C2CC3C(S2)C2=C(CC(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)S2)C3(C(CC)CCCC)C(CC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-5.38,3.64,1522.308,5,40,28.2060200000001,-0.0261288137890616,0.0121277232811344,your_data
CCc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC)CC)c(CC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.53,3.64,1007.344,7,10,16.72572,-0.0127713402720761,0.0132132310549699,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ncc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ncc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1,-5.62,3.64,1257.604,11,12,19.19372,-0.0360861053826147,0.0145337914569162,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3c2ccc2c4c(ccc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccc(F)cc5C3=C(C#N)C#N)sc2-4)cc1,-5.52,4.1,1177.414,10,10,18.37812,-0.0309175287004411,0.00873208397485134,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc3-c3c2ccc2c4c(ccc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccc(C)cc5C3=C(C#N)C#N)sc2-4)cc1,-5.53,3.64,1169.488,10,10,18.71676,-0.0307980369137368,0.00917780045495577,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc3-c3c2ccc2c4c(ccc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccc(OC)cc5C3=C(C#N)C#N)sc2-4)cc1,-5.53,3.64,1201.486,10,12,18.11712,-0.0328634174927209,0.012449456718145,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,-5.58,3.64,1411.856,13,14,23.83492,-0.0328590143391303,0.0136250100060435,your_data
CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)s3)ccc12,-5.61,4.56,961.078,6,8,14.91492,0.00103693941599027,0.0176331385758803,your_data
CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)s3)ccc12,-5.6,4.1,925.098,6,8,14.63672,0.00846060809632519,0.0219538471708233,your_data
CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc12,-5.59,3.64,889.118,6,8,14.35852,0.0158237726590093,0.0246796371505504,your_data
CCc1c(/C=C2\C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.56,4.1,1006.183,10,7,13.82352,-0.00168181483107359,0.0259902005841602,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.6,3.64,1175.517,10,10,18.77826,-0.0312149318185902,0.00948633700551886,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.51,4.1,1250.534,11,11,19.41422,-0.0375783902212349,0.0154181175668803,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.46,4.1,1306.623,12,11,20.62892,-0.0421049704103243,0.0125158031360393,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.4,4.1,1362.712,13,11,21.84362,-0.0385460443584268,0.00826828540168638,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.61,4.56,1392.663,13,11,22.06032,-0.0385165475144114,0.00987938662371925,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7ccccc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.54,3.64,1320.703,13,11,21.50392,-0.0397283904988941,0.00847324073696044,your_data
CCCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=CC=C7C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCC)c21,-5.54,3.64,1504.238,10,42,28.4871200000001,-0.0226872356175984,0.0117202380134834,your_data
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)C4=C(C=C(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)C4)C5(CC(CC)CCCC)C(CC)CCCC)c4nsnc34)cc21,-5.98,5.02,1421.822,7,27,24.3862200000001,-0.0279726249958621,0.0083837232252222,your_data
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)C4=C(C=C(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)C4)C5(CC(CC)CCCC)C(CC)CCCC)c4nsnc34)cc21,-5.89,4.56,1385.842,7,27,24.1080200000001,-0.0271083818149765,0.00968058033428414,your_data
CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3c(s2)-c2sc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c2nsnc2c1-c1cc2c(s1)C1=C(C=C(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)C1)C2(CC(CC)CCCC)C(CC)CCCC,-5.92,4.56,1642.272,7,43,29.5866200000001,-0.0286095320596729,0.011438007876022,your_data
CCn1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c(F)c(F)c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2n1,-5.56,5.02,1128.243,8,9,16.20012,-0.0209592004184488,0.0157313465892063,your_data
CCn1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c(F)c(F)c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2n1,-5.52,4.56,1092.263,8,9,15.92192,-0.0192986168058999,0.0177209883928613,your_data
CCn1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C4(CC)CC)c(F)c(F)c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C4(CC)CC)c2n1,-5.47,4.1,1056.283,8,9,15.64372,-0.0166259269886647,0.0171133111329349,your_data
CCc1cc2c(-c3ccc4c(c3)C(CC)(CC)C3=C4C(CC)(CC)c4cc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6[se]c(CC)cc56)ccc43)sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)c2[se]1,-5.54,4.56,1223.15,8,10,16.46012,-0.0276044498118764,0.00898720971324467,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2c(n(CC(CC)CCCC)c3cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)C6(c2ccc(CCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,-5.53,4.56,1637.17,12,31,28.9551200000001,-0.0263873077465824,0.0102069939009159,your_data
CCc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Cl)cc5C4=C(C#N)C#N)sc23)cc1,-5.4,4.33,1265.979,11,9,20.11524,-0.0396656744457171,0.0156072072736711,your_data
CCc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.4,4.1,1245.561,11,9,19.77026,-0.0381366199220723,0.0151570765363585,your_data
