canonical_SMILES,homo_ev,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp,CATE,CATE_se,source_db
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)sc2-4)cc1,-5.44,2.64,1089.45,9,12,11.32492,-0.00996915044552054,0.0188016833277685,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)sc23)cc1,-5.32,2.64,1201.628,11,12,13.75432,-0.0219365409500797,0.0180134723243147,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(C6=C/C(=c7/sc(=C(C#N)C#N)n(CC)c7=O)CCC6)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(C4=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CCC4)sc23)cc1,-5.25,2.64,1333.834,11,12,16.93312,-0.0334689748494261,0.0122137975429535,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,-5.75,4.56,1565.764,11,26,28.2313200000001,-0.0275989197940225,0.0116090356912232,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.58,3.64,1231.606,11,10,19.99296,-0.0379404302302804,0.0153569733523523,your_data
CCCCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5c(F)cc(C=c6sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3c(F)cc(CC5SC(=C(C#N)C#N)N(CC)C5=O)c5nn(CCCCCCCC)nc35)sc2-4)cc1,-5.55,3.6,1866.64,12,49,28.4449200000001,-0.021588912732223,0.00919795291248083,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=O)sc23)cc1,-5.72,2.92,1469.668,11,26,26.9952000000001,-0.0206801996308508,0.0106032250955329,your_data
CCN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cc8c9c(c(-c%10ccc(-c%11ccc(-c%12cc%13c%14c(c(-c%15ccc(-c%16cccs%16)s%15)cc%15c%14c%12C(=O)N(CC)C%15=O)C(=O)N(CC)C%13=O)s%11)s%10)cc%10c9c7C(=O)N(CC)C%10=O)C(=O)N(CC)C8=O)s6)s5)cc(c24)C1=O)C(=O)N(CC)C3=O,-5.6,6,1455.69,12,14,16.5466,-0.0317774371491506,0.0100462261880638,your_data
CCCCCCSc1ccc(C2(c3ccc(SCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCCCCCC)cc2)(c2ccc(SCCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.68,3.64,1556.252,11,30,27.8161200000001,-0.0252271416465661,0.0109915092054926,your_data
CCCCCCCCSc1ccc(C2(c3ccc(SCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc([CH][C]6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCCCCCCCC)cc2)(c2ccc(SCCCCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.7,3.64,1668.468,11,39,30.6804000000001,-0.0218978620225198,0.0112687637724346,your_data
CCSc1ccc(C2(c3ccc(SCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC)cc2)(c2ccc(SCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.74,3.64,1331.82,11,14,21.57452,-0.0240450528275982,0.011754257219378,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.73,3.64,1259.66,11,12,20.50092,-0.0377145310708253,0.0144598339034221,your_data
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.53,3.64,1123.372,9,10,16.92312,-0.0233155788214523,0.0149014948900206,your_data
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s4)sc3-c3cc4c(cc32)-c2sc(-c3cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.28,3.64,1399.804,13,12,22.80952,-0.0373646901904807,0.0107904083881753,your_data
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc3-c3cc4c(cc32)-c2sc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.33,3.64,1287.626,11,12,20.38012,-0.0367018149182077,0.014879637211675,your_data
CCOc1c2c(c(OCC)c3c1C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-3sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)sc12,-5.42,3.64,1331.77,11,14,20.91336,-0.0255639215454228,0.0121123066177996,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3c(-c4ccc(CC)s4)c4c(c(-c5ccc(CC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,-5.59,3.64,1464.026,13,14,24.6977600000001,-0.0322685430367272,0.0142491801755678,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.42,4.56,1409.694,13,12,21.88172,-0.0373336540292555,0.0110334301303673,your_data
CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.38,4.56,1473.69,13,16,21.22692,-0.028040295880429,0.00913424400332118,your_data
CCOc1cccc(C2(c3cccc(OCC)c3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2cccc(OCC)c2)(c2cccc(OCC)c2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)c1,-5.41,4.56,1473.69,13,16,21.22692,-0.028040295880429,0.00913424400332118,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4cc5sc(CC)cc5s4)c23)cc1,-5.6,4.1,1388.75,13,12,22.22212,-0.0377963812377805,0.0110344528450218,your_data
CCc1ccc(-n2c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3c3sc4c(c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc3c(cc2-4)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc2-3)cc1,-5.57,4.1,1326.632,12,12,20.94592,-0.0374657396519065,0.0131456620050942,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4ccc(CC)s4)c23)cc1,-5.58,4.1,1332.661,12,12,21.00742,-0.0369711001593348,0.0134085794292885,your_data
CCCCCCCCc1cc(-c2cc(CC(CC)CCCC)c(-c3sc(-c4cc(CCCCCCCC)c(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc3CC(CC)CCCC)s2)sc1C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.85,4.56,1259.724,6,31,22.97512,-0.0247891473814037,0.00776026889599143,your_data
CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3sc(-c4cc(CCCCCCCC)c(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc3CCCCCCCC)s2)sc1C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.71,4.56,1259.724,6,33,23.26332,-0.0248093444679294,0.00799909496741592,your_data
CCCCC(CC)Cc1cc(-c2cc(OC(CC)CCCC)c(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc1-c1sc(-c2cc(OC(CC)CCCC)c(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)cc1CC(CC)CCCC,-5.85,4.56,1263.668,6,29,21.86432,-0.0251958890965841,0.00787218084104262,your_data
CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.62,4.56,1433.629,10,28,25.4732200000001,-0.0249158141171327,0.0086389000464197,your_data
CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.64,4.56,1517.791,10,34,27.8138200000001,-0.0240242303001182,0.0127629126656393,your_data
CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.53,4.56,1528.793,10,34,27.4296200000001,-0.026096893290157,0.0101849803379601,your_data
CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc9c(cc8C7=C(C#N)C#N)C7C8C=CC(C8)C97)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.56,4.1,1454.864,10,28,25.5531200000001,-0.0243142820691521,0.0107977320876496,your_data
CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc9c(cc8C7=C(C#N)C#N)C7C8C=CC(C8)C97)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.58,4.1,1539.026,10,34,27.8937200000001,-0.0260633636788578,0.0118870732782489,your_data
CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc9c(cc8C7=C(C#N)C#N)C7C8C=CC(C8)C97)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.48,4.1,1550.028,10,34,27.5095200000001,-0.0275206607828846,0.0100996876042644,your_data
CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc9sc(Cl)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,-5.56,4.33,1651.651,11,42,31.4959200000001,-0.0226655161000957,0.00889956429865533,your_data
CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc9sccc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,-5.52,4.1,1617.206,11,42,30.8425200000001,-0.0214852901982735,0.0105859370560719,your_data
CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21,-5.67,3.64,794.961,6,6,12.39142,0.0255733470314174,0.0317901985766819,your_data
CCc1ccc(C2(CC)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)cc32)C(CC)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccc(C)cc5C3=C(C#N)C#N)sc2-4)cc1,-5.77,3.64,967.232,7,8,15.16216,-0.000800656442066813,0.0152297119822975,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccc(C)cc5C3=C(C#N)C#N)sc2-4)cc1,-5.8,3.64,1119.428,9,10,17.56356,-0.0239203763579837,0.0155117635245118,your_data
CCOc1ccc2c(c1)-c1cc(OCC)ccc1C21c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21,-5.93,2.64,1079.287,10,10,8.71042,-0.00582562352048939,0.0216518526979225,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(CC)c5c6c(sc5c(CC)c4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.36,4.1,1295.64,11,12,20.77912,-0.0357005370607185,0.0126863955755022,your_data
CCC1(CC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3F)cc21,-5.49,4.1,987.216,7,8,15.87912,-0.00455234905161383,0.0112693797005392,your_data
CCC1(CC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CC)(CC)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12,-5.63,3.64,899.16,7,6,14.57332,0.0205181602468104,0.0282387399233261,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.36,3.64,1337.734,13,12,21.32532,-0.0377351135663786,0.00732638411267259,your_data
CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(C)ccc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4cc(C)ccc4C2=C(C#N)C#N)sc1-3,-5.42,3.64,959.252999999999,6,8,15.84726,0.000647940255301339,0.0167240549849454,your_data
N#CC(C#N)=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3(CCCCc2ccccc2)CCCCc2ccccc2)-c2sc(C=C3C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(CCCCc2ccccc2)CCCCc2ccccc2)C(=O)c2ccccc21,-5.7,3.64,1203.59,9,22,20.15592,-0.0290560136354743,0.00893600964086732,your_data
CCn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c3n(CC)c1c1c2c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2n1CC,-5.56,4.56,986.055,10,5,12.97692,0.0101219476893625,0.0275140216486191,your_data
CCn1nc2c(n1)c1c3sc4cc(/C=C5/C(=O)c6ccccc6C5=C(C#N)C#N)sc4c3n(CC)c1c1c2c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2n1CC,-5.45,3.64,914.095,10,5,12.42052,0.0206560307443836,0.0303289238183513,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,-5.49,3.64,1263.604,11,12,19.39332,-0.0371600058883003,0.0147163819685811,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(OC)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(OC)cccc5C4=C(C#N)C#N)sc23)cc1,-5.49,3.64,1263.604,11,12,19.39332,-0.0371600058883003,0.0147163819685811,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(OC)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(OC)ccc5C4=C(C#N)C#N)sc23)cc1,-5.52,3.64,1263.604,11,12,19.39332,-0.0371600058883003,0.0147163819685811,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cccc(OC)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cccc(OC)c5C4=C(C#N)C#N)sc23)cc1,-5.5,3.64,1263.604,11,12,19.39332,-0.0371600058883003,0.0147163819685811,your_data
CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(Br)cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(Br)cc4C2=C(C#N)C#N)sc1-3,-5.62,4.1,1088.991,6,8,16.75542,-0.015160512362071,0.0130244296318749,your_data
CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,-5.72,4.1,967.178999999999,6,8,15.50862,-0.00138308386284091,0.0140153700457766,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3sc4c(CC)c5c6c(sc5c(CC)c4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.26,3.64,1359.78,13,12,22.80732,-0.0376565805583272,0.00817842402946271,your_data
CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc6ccccc6cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4cc5ccccc5cc4C2=C(C#N)C#N)sc1-3,-5.54,3.64,1031.319,8,8,17.53682,-0.0161694992232159,0.0119025036883233,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.2,4.56,1403.45,12,10,23.26592,-0.0366157776803097,0.0146613966571754,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.2,4.1,1334.56,12,10,21.95912,-0.0370180379861378,0.0119892166073682,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.13,3.64,1265.67,12,10,20.65232,-0.0461942325638294,0.0113338474562353,your_data
CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC)cc2)c2ccc(OCC)cc2)cc1,-5.44,3.64,1355.61,13,14,20.90472,-0.0321977447026011,0.0105123402329623,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(O)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(O)cccc5C4=C(C#N)C#N)sc23)cc1,-5.58,3.64,1235.55,11,10,18.78732,-0.0349523365962471,0.0139936565809736,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(O)cccc5C4=C(C#N)C#N)sc23)cc1,-5.59,3.64,1219.551,11,10,19.08172,-0.0357697906991868,0.0131580880867915,your_data
CCCCCCCCc1cc(-c2sc3c(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)c(-c4cc(CCCCCCCC)c(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(CCCC)cc2)c2ccc(CCCC)cc2)sc1C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.55,4.56,1568.108,10,36,29.2535200000001,-0.0235131063619776,0.0120599431026723,your_data
CCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2cc(-c3sc4c(N(c5ccc(CCCC)cc5)c5ccc(CCCC)cc5)c(-c5cc(CCCCCC)c(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)s5)sc4c3N(c3ccc(CCCC)cc3)c3ccc(CCCC)cc3)sc12,-5.58,4.56,1596.143,11,34,29.6880200000001,-0.0212275601284022,0.010444119661694,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5ccc(-c6ccc7c(c6)C(=C(C#N)C#N)/C(=C/c6cc8c(s6)-c6cc9c(cc6C8(CC)CC)-c6sc(/C=C8\C(=O)c%10ccc(-c%11cccs%11)cc%10C8=C(C#N)C#N)cc6C9(CC)CC)C7=O)s5)cc4C2=C(C#N)C#N)sc1-3,-5.74,7.28,1736.202,12,15,27.7252400000001,-0.0343488897039007,0.00984603394798583,your_data
CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(=C4c6cc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)ccc6-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)cc64)c4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4-5)s3)N(CC)C(=O)C2=C1c1cccs1,-5.54,4,1746.238,12,20,21.2012,-0.0292433046830954,0.00751787629281359,your_data
